RDS KEY,LICENSE NAME,STREET,CITY,ST,MISC FA MFG
43503284,DELAWARE MACHINERY & TOOL CO INC,700 S MULBERRY ST,MUNCIE,IN,8609
43500341,"PARKER, KENT E",8816 E 700 N,NEW CARLISLE,IN,64
43503382,PRECISION TECHNOLOGIES LLC,1400 WOHLERT ST,ANGOLA,IN,12
54801933,"ICOR PRECISION ORDNANCE, DIVISION OF AEROSYM CORP",1409 W NORTHFIELD CT,LAWRENCE,KS,1
54801965,ULTRA-TECH INC,3000 POWER DR,KANSAS CITY,KS,41
46100511,DOUBLE STAR CORP,5600 BYBEE RD,WINCHESTER,KY,11896
46102771,IDEAL PRODUCTS INC,126 CAPITAL CT,NICHOLASVILLE,KY,319
46133576,"LANDEN, RANDAL S",1200 ONEAL RD,LONDON,KY,1
60401307,CORTAZAR LTD,396 MAIN STREET,AGAWAM,MA,1
60401887,HALPERN TITANIUM INC,4 SPRINGFIELD ST,THREE RIVERS,MA,3
60403406,INDEPENDENT PLATING COMPANY INC,35 NEW ST,WORCESTER,MA,627
60400915,RCS DIESEL SERVICE INC,566 HOLYOKE STREET,LUDLOW,MA,154
60433152,"SAVAGE ARMS, INC",100 SPRINGDALE RD,WESTFIELD,MA,11
85212023,DUFFYS INC,15433 FALLS RD,SPARKS,MD,1
85211500,"MC KEE, INC",8725 BOLLMAN PLACE #1,SAVAGE,MD,1265
60100956,BUSHMASTER FIREARMS INTERNATIONAL LLC,999 ROOSEVELT TRL,WINDHAM,ME,811
43804385,"TIMPKO, FEODOR",2424 OAKVILLE-WALTZ,NEW BOSTON,MI,1
34101144,"FLITSCH, RONALD EUGENE",12156 COUNTY RD 31 NW,PINE ISLAND,MN,4
34102719,GUNFIGHTER ARMS LLC,6194 259TH ST,WYOMING,MN,12
34101861,NODAK SPUD LLC,7683 WASHINGTON AVE S,EDINA,MN,14669
54301691,ARNOLD DEFENSE AND ELECTRONICS LLC,3000 ARNOLD TENBROOK RD,ARNOLD,MO,184
54305437,BADGER ORDNANCE LLC,1141 SWIFT ST,NO KANSAS CITY,MO,133
54306466,BLACK DAWN INDUSTRIES LLC,807 S MARSHALL,SEDALIA,MO,139
54306127,BLACK RAIN ORDNANCE INC,15115 KODIAK RD,NEOSHO,MO,238
54340380,"CUTTING EDGE PMS INC, THE",11150 PROGRESS ST,MOUNT VERNON,MO,236
54305892,RHINO ARMS LLC,436 RECYCLE DRIVE,WASHINGTON,MO,221
16401275,BAE SYSTEMS RO DEFENSE INC,48 RAWL SPRINGS LOOP RD,HATTIESBURG,MS,158
98100366,LAWTON MACHINE LLC,580 1/2 NORTH MONTANA STREET,DILLON,MT,510
98101151,MONTANA RIFLE COMPANY,3174 MT HWY 35,KALISPELL,MT,145
98101163,SI DEFENSE INC,2902 HIGHWAY 93 N,KALISPELL,MT,356
98100982,SONJU INDUSTRIAL,245 SOUTH COMPLEX DRIVE,KALISPELL,MT,2
15603066,APPALACHIAN GUNSMITHING INC,8 SNAPFINGER DR,WEAVERVILLE,NC,11
15604383,BAITY'S CUSTOM GUNWORKS,2623 BOONE TRAIL,NORTH WILKESBORO,NC,2
15601231,"OGLESBY, DONALD J",1001 W B MCLEAN BLVD,CAPE CARTERET,NC,3
60234248,COMPETITOR CORP INC,"26 KNIGHT STREET, UNIT 3",JAFFREY,NH,1
43134110,AMERICAN APEX CORPORATION,8515 RAUSCH DRIVE,PLAIN CITY,OH,100
43111952,"ANDERSON, JOHN L",4325 NEW MARKET-BANTA RD,LEWISBURG,OH,2
43102214,GUN WORKS NOW LLC,13827 MARSHALL RD,ROCKBRIDGE,OH,5
43437065,KELBLY'S RIFLE RANGE INC,7222 DALTON FOX LAKE RD,NORTH LAWRENCE,OH,193
43401968,"KMP CLASSIC ARMS, INC",556 CALDWELL AVE,MANSFIELD,OH,58
43483421,"MIHAITA, ION",5416 DETROIT AVE,CLEVELAND,OH,750
43437008,"SZECHY, GARY P",6188 CASTLE DRIVE,NORTH ROYALTON,OH,2
43401317,VALLEY ENGRAVING LLC,46390 STATE ROUTE 536,WOODSFIELD,OH,32
57336993,"FRIEND, MICHAEL L",69400 E HWY 60,WYANDOTTE,OK,233
57302947,"HAWKINS, RUSSELL BRENT",402 ASH RD,CHOCTAW,OK,7
57302942,RIJAS SERVICES LLC,10204 E 450 RD,CLAREMORE,OK,14
57301293,SURGEON RIFLES INCORPORATED,48955 MOCCASIN TRAIL RD,PRAGUE,OK,695
99302007,ARMS LLC,13313 EHLEN RD NE,AURORA,OR,19
99302084,BARTLETT ENTERPRISES INC,1900 NE 25TH AVE 11,HILLSBORO,OR,355
99301728,HALO MANUFACTURING LLC,90785 LINK ROAD,EUGENE,OR,51
99301738,"ROADS, NATHAN JAMES",625 NW BAY BLVD UNIT 5,TOLEDO,OR,201
99301427,TITAN ORDNANCE LLC,21017 NW MILLICOMO COURT,PORTLAND,OR,95
82338992,"BORDEN, JAMES F",1325 SHELDON HILL ROAD,SPRINGVILLE,PA,233
82303888,LANCO TACTICAL LLC,495 MARK DR,ELIZABETHTOWN,PA,5
82502536,"MENOLD, SETH ADAM",1 BOLIVAR ST,BROWNSVILLE,PA,4
82502999,XTREME MACHINING LLC,6506 KYLERTOWN DRIFTING HWY,DRIFTING,PA,3625
82501703,"ZELENKY, ROBERT A",500 COOPER AV,GRASSFLAT,PA,3625
16204086,JAMES LYLE GRAHAM,995 MOHAWK CREEK RD,MIDWAY,TN,308
16238797,"MCCAIG, JAMES A JR",211 CEMETERY AVE,COLUMBIA,TN,16
57602340,BLACK RIFLE COMPANY LLC,7131 JACKRABBIT RD,HOUSTON,TX,86
57503595,"BOND ARMS, INC",204 ALPHA LANE,GRANBURY,TX,98
57501894,"EBERT, FLASH",4219 W CO RD N,ODESSA,TX,89
57434208,"MAVERICK ARMS, INC",INDUSTRIAL BLVD MAVERICK CO DEVLPT PARK,EAGLE PASS,TX,61962
57602035,"NEL, KEITH",1919 MAPLETON ST,HOUSTON,TX,3
57541806,STILLERS PRECISION FIREARMS LLC,2405 COUNTRY MEADOW LN,WYLIE,TX,1526
57402906,"WAKAL, ALEXSANDER",1648 PALO ALTO DR,VON ORMY,TX,551
98700368,VECTOR ARMS INC,270 W 500 NO,NORTH SALT LAKE,UT,214
15406473,CAN CORP LLC,9183 JOHN S MOSBY HIGHWAY,UPPERVILLE,VA,1
15438765,CUSTOM GUNSMITHING INC,11876 LORD FAIRFAX HWY,BOYCE,VA,2
15405293,SAMS CUSTOM GUNWORKS LLC,254 COLUMBIA RD,CARTERSVILLE,VA,3
60306096,SQUIRES BINGHAM INTL INC,190 JUNCTION RD,HARDWICK,VT,534
99100289,"GALT, SEAN PATRICK",8601 16TH AVE SW,SEATTLE,WA,1
99102966,J & J PRECISION ARMS LLC,19208 ORTING KAPOWSIN HWY E,ORTING,WA,54
